,Age,Income,MonthlyCharge,Tenure,Outage_sec_perweek,Bandwidth_GB_Year,Email,Yearly_equip_failure,PaperlessBilling,Gender_Female,Gender_Male,Gender_Nonbinary,Contract_Month-to-month,Contract_One year,Contract_Two Year,Area_Rural,Area_Suburban,Area_Urban,InternetService_DSL,InternetService_Fiber Optic,InternetService_None,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed
1329,-0.5352440869695154,0.08148208895741157,-0.6442373353542117,-0.9525424644112672,-0.24541997791341574,-1.1216669950625933,-1.3272756113296431,-0.6258635316811727,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
4035,0.9141820584202033,0.5633079586289301,-0.4694543940831323,-0.5412676264556708,0.39937957273517594,-0.6678650434912756,-0.0052879506427475865,0.9466579047036832,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
9642,0.9624962632665273,-0.8651233576292375,-0.8193954430145611,1.3529628273898777,-0.007457367057801603,1.221248994883209,-0.3357848658144715,-0.6258635316811727,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
1777,-0.3419872675842196,-0.446373168552338,-0.5275640814605419,-1.1326592765117642,1.1068388329734775,-1.2305940721668673,1.6471966252158718,-0.6258635316811727,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
6096,-1.5015281838959946,-0.32540825222375946,-0.23701890486489635,1.0566850533583938,-0.23160422631702784,1.2030001384590787,-0.0052879506427475865,2.519179341088539,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
751,-0.4869298821231915,1.820459992036435,0.05841179510993007,-1.0153847485860064,-0.006785309225188993,-1.0186194060843767,0.3252089645289763,-0.6258635316811727,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
5792,-0.8251293160474592,0.4499101096806421,-1.4012200604053366,1.2666058039211048,-0.7807739781719076,1.0687492624606103,-1.3272756113296431,-0.6258635316811727,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
4060,-1.6464707984349665,0.7696873271529922,-0.5283305992571172,-0.8635989048501685,-0.6705174959571331,-0.7642422594355823,-0.3357848658144715,-0.6258635316811727,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0
9041,0.2377831905716679,-0.8346348636801462,-1.4012200604053366,1.2946398889540145,-0.44058611056529534,1.054055455572533,-0.0052879506427475865,2.519179341088539,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
6030,-0.8251293160474592,0.2526858358931803,-0.5277647058207883,1.3047485276260862,0.27570819173220584,1.193698285499812,-1.3272756113296431,-0.6258635316811727,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
5898,-1.3082713645106987,1.0058328109470918,1.6298146372145534,1.0108227167769743,-1.3192624852463064,1.2810071439845074,-0.6662817809861953,-0.6258635316811727,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
9338,-1.6464707984349665,-0.5857862249216929,-0.8186828364651095,0.719163398185774,1.0122624490117742,0.7238620262517602,1.6471966252158718,0.9466579047036832,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
9160,1.1557530826518232,-0.5251897536276462,-1.4005377279903388,0.1967359872622769,-0.850444687338896,-0.020600269398230665,1.9776935403875957,-0.6258635316811727,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9996,-0.2453588578915717,-0.201343526354872,0.8117260169869184,1.002739663376616,-1.095915055966718,1.0541943330217018,0.986202794872424,-0.6258635316811727,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
5151,0.5276684196496116,-0.7338054107870121,0.5207939136651571,0.6841709966080091,-0.45624069023381225,0.6191629532875429,-0.9967786961579193,-0.6258635316811727,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
468,0.9624962632665273,-0.7178804540066521,-0.9935207835097114,-0.5477999657459566,0.44016745135965524,-0.5196652762820088,1.316699710044148,0.9466579047036832,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
1545,1.0108104681128514,-0.7739596648128302,-0.993189374888625,-1.2427736578727597,-0.794551104766131,-1.3609855747747885,-0.9967786961579193,-0.6258635316811727,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
6311,1.107438877805499,-0.3557701437239444,0.3489579265052009,0.9908675250551795,0.133870696942261,1.1243512039324455,-2.3187663568448147,-0.6258635316811727,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
2683,-1.3565855693570228,0.983422758975834,-1.2254344630889422,-1.0996606729259826,0.22909661860251015,-1.0791797881914509,-0.3357848658144715,-0.6258635316811727,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
8966,-1.115014545125403,0.34889624985912887,-1.3420108397523594,0.8769491539675454,-0.6830546683448182,0.7498218304855315,-1.657772526501367,0.9466579047036832,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
6181,1.6872093359613867,-0.7564952648092139,0.2874222550584258,0.9077531020568451,-1.151254495788776,0.7567526592006051,-0.9967786961579193,0.9466579047036832,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1025,0.28609739541799184,0.034787417662182296,-0.003508218117634932,-0.6138881309240545,-1.3678986169836693,-0.7679684180081285,-0.6662817809861953,-0.6258635316811727,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
5112,-0.970071930586431,1.5548682680672943,0.28733841899378426,0.5082835579574425,0.2632681337892937,0.7412653055255018,0.986202794872424,-0.6258635316811727,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
8562,0.8175536487275554,-0.5538774429953749,-1.3420108397523594,1.0682516142153895,-0.2220335809828276,0.8889603243016876,-0.3357848658144715,-0.6258635316811727,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
5368,0.18946898572534393,-0.7595550013054716,-0.1783336596159276,0.35109345131737185,0.07828695884563464,0.4902801398832721,-0.6662817809861953,0.9466579047036832,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
2354,0.09284057603269602,-0.17596452283671257,-0.3529269217907562,-1.1757428054289112,0.5501018630953695,-1.3604935266359937,-1.3272756113296431,-0.6258635316811727,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
7278,1.4939525165760907,1.2053447945325786,-1.5159473860874968,1.2399683743042584,0.3998869873082119,1.031590209445204,-0.9967786961579193,4.0917007774733944,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
3602,1.0591246729591752,-1.2878195003447392,2.154202235207688,-0.9060983765630163,0.06471781946868223,-0.8545647232842006,-0.6662817809861953,-0.6258635316811727,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
773,-1.1633287499717269,-1.0070837120111815,-0.877342348699792,-1.1548140099061337,-0.43873511697675044,-1.2785374712177795,1.316699710044148,-0.6258635316811727,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
6773,0.09284057603269602,0.4986041776339497,0.7530943336681376,1.1985410710464717,0.5506361605596923,1.1818774991200216,-0.3357848658144715,0.9466579047036832,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
8809,-0.4386156772768675,-0.6030116051758332,-0.761276091201922,0.5199896708990651,-1.4182348738434958,0.6429428502252075,-1.657772526501367,-0.6258635316811727,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
3382,-0.10041624335259981,-0.7525599500318645,0.7530943336681376,-1.2057331913381306,1.794087495218115,-1.252274754085188,-1.3272756113296431,-0.6258635316811727,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
641,1.4456383117297669,-1.110311518859368,-0.00429390177009909,-1.1453545854957685,0.11684822839568039,-1.0939489722013311,-1.3272756113296431,0.9466579047036832,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0
4233,0.7692394438812314,1.6478650366775303,1.630222173639893,-1.1634889221908828,-0.059669990587077816,-1.1291378935585235,-0.9967786961579193,-0.6258635316811727,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
3815,1.4456383117297669,-0.5272090094933963,0.8115932765512364,-1.032222487310432,1.343893156285694,-0.8314012110642787,-0.0052879506427475865,-0.6258635316811727,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
4104,-1.018386135432755,-0.4367173380794469,-0.2948192138759836,-0.7324456622161376,0.01453082179785771,-0.7952399451544658,-0.0052879506427475865,0.9466579047036832,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
9925,0.9141820584202033,-0.7042549097716948,0.5785942226762444,0.1250867702193661,0.8713120896342897,0.23400000109109972,0.6557058797007002,-0.6258635316811727,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1108,-1.5498423887423185,-0.7004015142259906,-1.0517874539181624,-1.2390587785813842,1.2208755403159253,-1.2106013830329532,-0.9967786961579193,4.0917007774733944,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
3527,-1.115014545125403,-0.5316986089420079,1.3972207909853283,-1.1400866805218224,0.29034256567639327,-1.0735027454334412,2.3081904555593193,-0.6258635316811727,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3495,0.6726110341885836,-0.41548110713306347,-0.003507519483762699,-1.258323337701316,0.30087057797654027,-1.4048316373973315,-0.3357848658144715,-0.6258635316811727,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1420,0.09284057603269602,-1.1392321992885293,-0.7598091929486548,-1.0755593976573836,-0.5173270241731148,-1.167962872857288,0.6557058797007002,-0.6258635316811727,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
6923,1.5422667214224148,1.3438471643787078,-1.283700528014704,1.270684582329511,0.3637933453944306,1.0269356066187856,0.6557058797007002,-0.6258635316811727,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
3881,0.9624962632665273,0.05939616762565095,-1.1099083660131157,-1.0373422713235652,-0.13736490676699936,-1.3208614598238668,0.3252089645289763,-0.6258635316811727,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
8353,-1.3565855693570228,-0.5800926610079913,0.22865084496524204,0.5107849061626533,-0.0376478620811688,0.6881953924717947,1.6471966252158718,0.9466579047036832,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
6245,-0.2453588578915717,-1.1984144112933923,-0.5277647058207883,1.222471795325445,2.3005477256135607,1.097904505126733,-0.3357848658144715,-0.6258635316811727,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
4938,1.0108104681128514,-0.9242342892637079,-0.5856069328641963,-0.86131199033597,-0.8445845530745402,-1.082467218810363,-0.6662817809861953,-0.6258635316811727,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
6798,1.6388951311150628,-0.7215246186143879,-0.9935206204951417,0.7545517646215458,-0.10263590762215821,0.8143886141816786,-1.9882694416730908,-0.6258635316811727,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
7812,-1.211642954818051,1.654579931271485,-0.5864499510697564,1.0357934633668529,-0.6497027453061374,0.9154988130228102,1.316699710044148,0.9466579047036832,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
1680,-0.8734435208937832,-0.919763839765351,1.6888525295543177,-0.8156228934854923,-0.40654767845975415,-0.6847175818996724,-0.0052879506427475865,-0.6258635316811727,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
6715,0.5276684196496116,0.8827496973431138,-1.0517866854209033,1.020554678277532,0.3739584386622068,1.0169991453179916,-1.3272756113296431,-0.6258635316811727,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
633,0.5276684196496116,0.9650377428451568,1.1063444153587574,-0.7655337576039092,0.7699867255718119,-0.7916148265125873,0.6557058797007002,-0.6258635316811727,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
2569,1.349009902037119,0.904603691499567,-0.8187107818199896,-1.1633254685026015,-0.015262478506748754,-1.325974462068117,-0.0052879506427475865,-0.6258635316811727,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
7359,-0.2936730627378957,-0.5465256352410961,-1.5753429091063438,1.2691506439684082,0.039437820574968814,1.3533987106728596,-0.6662817809861953,-0.6258635316811727,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
2166,0.5759826244959356,-0.5714992981455301,1.747513485632336,-1.2433071173865293,-1.1805397094480643,-0.9444773258349206,0.6557058797007002,0.9466579047036832,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
8169,-0.003787833659951896,-0.2854703217100784,0.22889536682044626,0.8260417637034053,0.15568616322140313,0.721463732470183,-0.6662817809861953,0.9466579047036832,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
8845,0.4793542148032877,-1.1980019781054985,1.0443501373505977,0.7214677094368099,1.0060894651000696,0.6731487560550468,-0.6662817809861953,-0.6258635316811727,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
2825,0.09284057603269602,-0.9279912258007216,-0.7026444078831412,-1.1019214923349256,-0.30022482254312993,-0.9472475120569357,1.9776935403875957,-0.6258635316811727,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
4087,0.3827258051106398,-1.2018209746664856,-0.759808960070698,-0.9611342393925273,-0.02405822449961012,-1.0635143668031621,0.3252089645289763,-0.6258635316811727,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
6243,-0.4386156772768675,-0.7810990499707647,-1.2265220031497068,1.402546552894683,0.038886721303591804,1.5027447036385286,-0.3357848658144715,-0.6258635316811727,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
8364,-1.5981565935886426,-0.6947824223410576,-1.2843875179888486,1.0994938844349946,-0.816908952531042,1.0307069297762894,-1.3272756113296431,-0.6258635316811727,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
3941,0.2377831905716679,-0.19157988875462073,0.6405886636989737,-0.41732533124056265,0.8074820246354737,-0.09981874456643085,-0.0052879506427475865,0.9466579047036832,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
9179,1.5905809262687387,3.1629927879121245,-0.2365089021383282,0.8469836529558009,0.5682713372437554,0.6354037875875103,0.986202794872424,-0.6258635316811727,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
8075,-0.05210203850627586,-0.9175523751396367,-0.29440003355277666,0.9853172096243246,0.2588089341971158,0.8403247064706355,-0.3357848658144715,0.9466579047036832,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
9195,-1.6464707984349665,0.3009277522432509,-0.759808960070698,0.7845448734982705,-0.071894313327414,0.7162291418346174,-0.0052879506427475865,-0.6258635316811727,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
4128,-0.6318724966621634,2.208098249894839,0.9319003580911953,-0.9693637657532546,-0.6081854800752678,-0.7664952607522151,-2.3187663568448147,-0.6258635316811727,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
1172,-0.6318724966621634,-1.2857076863860912,1.629815382424017,-1.0740307183298266,0.5530488966923104,-0.8137422569390068,-0.9967786961579193,0.9466579047036832,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
8668,0.28609739541799184,0.647114169631724,1.5716952854019142,1.3124533910952065,-1.1836540924036263,1.3124058752740886,-1.3272756113296431,-0.6258635316811727,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
4222,1.107438877805499,0.29785915002928276,0.7530943336681376,-1.1471834145815112,-0.476628674985632,-1.231733362539793,0.3252089645289763,-0.6258635316811727,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
4834,0.4793542148032877,-0.27428462298905865,-1.0502753074777846,-1.1807330215716019,1.3039922248934366,-1.2309957890306624,1.316699710044148,0.9466579047036832,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
2576,0.3827258051106398,-0.5383815869522045,-0.23653917627278173,-1.0425057362737562,0.022706581110419566,-0.881342631486946,-0.0052879506427475865,0.9466579047036832,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1989,-0.10041624335259981,-0.41294338409560166,-0.7011778356590141,-1.2405956451158489,-0.705687714923687,-1.3429214546049966,-0.3357848658144715,-0.6258635316811727,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
6973,1.6872093359613867,-0.6189025176001848,-1.2840661464077232,0.885736775209801,0.18583532579941694,0.7321967549472821,0.3252089645289763,-0.6258635316811727,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
5836,-0.8251293160474592,-0.5562708321485093,1.6888818023135546,1.3405392881486957,0.8654348175267387,1.584200865634638,-0.0052879506427475865,-0.6258635316811727,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
4532,0.8658678535738794,1.9006443800401238,1.3972487363402082,-0.902898511554808,0.8125561703658349,-0.7034375113562652,-0.6662817809861953,-0.6258635316811727,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
3209,-0.8251293160474592,0.9437979656116887,-0.8183614648839842,-1.2095538172994738,0.05296663561499152,-1.1252084456621514,1.316699710044148,0.9466579047036832,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
3855,1.204067287498147,0.6324555919691359,0.5791601161125732,-0.9102183776739275,-0.41182880968364943,-0.9848727932073856,0.3252089645289763,-0.6258635316811727,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2628,1.107438877805499,-1.187698240982322,1.9219577059144677,-0.9508079902340212,-0.8102097360224011,-0.8837108216469121,-1.657772526501367,0.9466579047036832,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
7803,-1.6947850032812906,-0.9706562510821612,-1.05220586574411,1.1292736941905008,0.887861869582653,1.1842373499425303,-0.3357848658144715,-0.6258635316811727,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
1410,0.09284057603269602,-0.0021319132854180165,-0.46877355208706134,-1.192717790073582,-0.5912672674135313,-1.29095580359503,0.986202794872424,-0.6258635316811727,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
8257,-0.4386156772768675,-0.8840942203862268,1.630222173639893,1.019906838925321,-1.145275068694336,1.090119712788229,-0.3357848658144715,-0.6258635316811727,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0
7386,-0.9217577257401072,2.5066743446629394,-1.5756642806874692,0.7330062842388937,1.3724461471935612,0.733898494161377,-0.0052879506427475865,0.9466579047036832,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
4303,0.43104000995696373,-0.09061922323937094,0.3489579265052009,-1.197375193857762,0.9764376360108596,-1.03834153096779,-0.0052879506427475865,-0.6258635316811727,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
6750,-1.2599571596643748,1.0736541329178022,-0.7605099227222823,1.384075756652999,-1.204951054917077,1.3031115823134385,-0.3357848658144715,-0.6258635316811727,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6555,0.5276684196496116,2.103007578441317,-0.23686054785390712,1.3777819198173293,0.1984837261498013,1.4486731026663826,1.6471966252158718,-0.6258635316811727,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
815,-1.1633287499717269,-0.6450900745735444,1.0443500209116188,-0.9484087968020869,1.468762099527896,-0.9832398664552778,0.6557058797007002,-0.6258635316811727,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
2404,0.9624962632665273,-0.48142679786493464,-0.4691330225020069,-0.7884828207075956,0.10682986866926972,-0.8990221710491297,-1.3272756113296431,0.9466579047036832,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
5397,1.300695697190795,-0.19924270588618492,-0.8766624615033464,1.3964539131024325,0.48281062584339335,1.1556692876096617,0.986202794872424,-0.6258635316811727,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
9956,-0.10041624335259981,0.8899117787383872,0.22873700980945702,0.9031214099689683,-0.9187776366282306,0.8180066844519652,-0.6662817809861953,0.9466579047036832,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
2131,-1.066700340279079,0.7644125797439361,-0.5281699134665545,-1.1717278276619048,1.0625300953564587,-1.0390387417724405,-0.0052879506427475865,0.9466579047036832,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
1797,-1.5981565935886426,-0.07325802018990511,-1.866975020280065,-0.6963028405264491,-0.01356403222084623,-0.5655978591668963,-0.6662817809861953,-0.6258635316811727,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
3090,1.5905809262687387,-0.48168603145079053,-1.5167112257875628,-1.1452214408562325,0.09530718939151551,-1.1349551069281776,-0.6662817809861953,0.9466579047036832,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
4184,-0.4386156772768675,0.8006421578536571,-0.06257468458276387,-1.0670562760310358,-3.0584381660431537,-1.1521913554002738,-0.0052879506427475865,-0.6258635316811727,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
4564,-0.2936730627378957,1.0221304825000022,0.1712720450569352,-1.1583987882683588,-0.5831494434199811,-1.2185117541332287,-0.0052879506427475865,-0.6258635316811727,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
5030,-1.6947850032812906,0.7041980435688591,-0.23701890486489635,0.2900475453765923,-0.48753203965536895,0.4770678607072043,0.6557058797007002,-0.6258635316811727,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
8048,-0.5352440869695154,-0.23619749970462736,-1.3423322113334848,0.8324014055871104,-0.4555259413617277,0.650661970796065,0.6557058797007002,-0.6258635316811727,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
122,0.5759826244959356,-0.118045852919954,-1.3423325140748292,-0.9257887162031159,-0.9243176211961086,-1.1034980159272392,0.6557058797007002,-0.6258635316811727,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
179,1.6388951311150628,-0.442581478401899,0.054743245360201656,-1.0968949387203477,-0.7045048223421938,-1.2147641404951162,0.6557058797007002,-0.6258635316811727,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1
9250,0.4793542148032877,-0.881693738658924,-0.06257468458276387,1.0644080699442136,0.549779268399929,0.8921049281501192,-0.9967786961579193,0.9466579047036832,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
8095,0.044526371186372066,-0.7689211001235825,-0.4689327474586969,0.5425297908008743,-0.3546690620853419,0.5749265402957354,-0.6662817809861953,-0.6258635316811727,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
6429,-0.05210203850627586,-0.8521120303172657,2.4458353011810336,0.48974922580731045,-0.6460507045248415,0.5954263162911169,-0.6662817809861953,0.9466579047036832,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
9737,-0.4869298821231915,-0.9403975565361269,-0.002664501278201933,1.098279516565788,-0.68938189284528,0.990158251618295,-0.9967786961579193,-0.6258635316811727,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
4992,0.5759826244959356,-0.5066795535628961,-0.4689327474586969,-0.9930429180899676,0.9632919021716719,-1.0767784360883992,-0.6662817809861953,-0.6258635316811727,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0
1157,-0.10041624335259981,-0.42092253003507746,-0.23593243604273573,-0.999455249167979,-0.47840862381322924,-1.0247974497676788,-0.0052879506427475865,0.9466579047036832,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
